id,publication_id,edition_id,title,author_creator,corporate_creators,contributors,description_abstract,date_period,year,type,place_of_publishing,publisher,format,extent,other_physical_description,call_number,language,general_note,subject_keywords,url_original_object
265329,288988,265329,"Մերձավոր և Միջին Արևելքի երկրներ և Ժողովուրդներ, XV",,ՀՍՍՀ ԳԱ արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Ն. Հ. Հովհաննիսյան,"Писатель ден за днем представляет свои встречи, беседы с заключенными, передает их споры по различным социально-политическим проблемам страны, международной жизни. Среда заключенных представляет как бы микромир политической жизни Ирана начала 70-х годов.",1989,1989,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,340 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288988/edition/265329
265335,288997,265335,"Մերձավոր և Միջին Արևելքի երկրներ և Ժողովուրդներ, XVI",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,1996,1996,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,270 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/288997/edition/265335
265340,289002,265340,"Մերձավոր և Միջին Արևելքի երկրներ և Ժողովուրդներ, XVII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Հովհաննիսյան Ն․ Հ․,Երևան,1998,1998,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,240 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289002/edition/265340
265361,289038,265361,"Մերձավոր և Միջին Արևելքի երկրներ և Ժողովուրդներ, XVIII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,"Many aspect of the Yezidism, one of the most esoteric and interesting confessions, until present days need additional and more deep investigation. One of them, of course, is the problem of partial taboo on the blue color.",1999,1999,Գիրք,Երևան,«Զանգակ - 97»,pdf,248 էջ,,,hy ; ru ; en,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289038/edition/265361
265366,289049,265366,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XX",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2001,2001,Գիրք,Երևան,«Զանգակ - 97»,pdf,352 էջ,,,hy ; ru,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289049/edition/265366
265388,289050,265388,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXI",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2002,2002,Գիրք,Երևան,«Զանգակ - 97»,pdf,408 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289050/edition/265388
265397,289051,265397,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2003,2003,Գիրք,Երևան,«Զանգակ - 97»,pdf,336 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289051/edition/265397
265398,289052,265398,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXIII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2004,2004,Գիրք,Երևան,«Զանգակ - 97»,pdf,568 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289052/edition/265398
265400,289055,265400,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXIV",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2005,2005,Գիրք,Երևան,«Զանգակ - 97»,pdf,536 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289055/edition/265400
265482,289140,265482,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXIX",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2014,2014,Գիրք,Երևան,«Զանգակ - 97»,pdf,352 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289140/edition/265482
265401,289056,265401,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXV",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2006,2006,Գիրք,Երևան,«Զանգակ - 97»,pdf,480 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289056/edition/265401
265472,289131,265472,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXVI",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ն. Հովհաննիսյան,Երևան,2007,2007,Գիրք,Երևան,«Ասողիկ»,pdf,315 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289131/edition/265472
265476,289134,265476,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXVII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2009,2009,Գիրք,Երևան,Էդիթ պրինտ,pdf,272 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289134/edition/265476
265477,289135,265477,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXVIII",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2011,2011,Գիրք,Երևան,«Զանգակ - 97»,pdf,352 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/289135/edition/265477
280353,305474,280353,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXX",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2016,2016,Գիրք,Երևան,,pdf,276 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/305474/edition/280353
280356,305475,280356,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXXI",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2018,2018,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,248 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/305475/edition/280356
280360,305481,280360,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXXII (1)",,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ռ. Սաֆրաստյան,Երևան,2019,2019,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,345 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/305481/edition/280360
280361,305483,280361,"Մերձավոր և Միջին Արևելքի երկրներ և ժողովուրդներ, XXXII (2)",,,,Երևան,2019,2019,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,367 էջ,,,hy,,Պատմություն Մերձավոր Արևելք Միջին Արևելք,https://arar.sci.am/dlibra/publication/305483/edition/280361
321349,348776,321349,Մերձավոր և Միջին Արևելքի երկրների պատմության հիմնահարցեր (Ք.ա. IV հազարամյակի վերջ - Ք.ա. I հազարամյակի վերջ),"Ղազարյան, Ռոբերտ Պետրոսի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ ; ՀՀ ԳԱԱ Գիտակրթական միջազգային կենտրոն,,Երևան,2011,2011,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,66 էջ,,AII/97340,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Միջին Արևելք Մերձավոր Արևելք,https://arar.sci.am/dlibra/publication/348776/edition/321349
321168,348616,321168,Մ.թ.ա. XII դարի մերձավորարևելյան ճգնաժամը և Հայկական լեռնաշխարհը,"Քոսյան, Արամ Վաղարշակի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,1999,1999,Գիրք,Երևան,"""Զանգակ -97"" հրատ.",pdf,264 էջ,,AII/85878,hy,,Պատմություն Արևելագիտություն Հայկական լեռնաշխարհ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348616/edition/321168
321170,348618,321170,Մ.թ.ա. XIV դարի խեթա-հայասական պայմանագրերը,"Քոսյան, Արամ Վաղարշակի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2016,2016,Գիրք,Երևան,Զանգակ հրատ.,pdf,176 էջ,32 թ. նկ. ; քարտեզ,AII/104754 ; AII/104755,hy,,Պատմություն Սեպագրություն Հայկական լեռնաշխարհ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348618/edition/321170
321174,348624,321174,Մ.թ.ա. XV դարի խեթական սեպագրական աղբյուրները Հայկական լեռնաշխարհի մասին,"Քոսյան, Արամ ; Ղազարյան, Ռոբերտ ; Խանզադյան, Մարիամ ; Մարտիրոսյան, Սաթենիկ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2018,2018,Գիրք,Երևան,"""Գիտություն"" հրատ.",pdf,182 էջ,,AII/103600 ; AII/103599,hy,,Պատմություն Սեպագրություն Հայկական լեռնաշխարհ ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348624/edition/321174
361772,391104,361772,Միգրացիոն գործընթացները Հայկական լեռնաշխարհում հնագույն շրջանից մինչև 20-րդ դարասկիզբ,,ՀՀ ԳԱԱ հնագիտության և ազգագրության ինստիտուտ ; ՀՀԳԱԱ արևելագիտության ինստիտուտ,Խմբ․` Երվանդ Գրեկյան,Երևան,2023,2023,Գիրք,Երևան,ՀԱԻ հրատ.,pdf,116 էջ,նկ․,,hy,"Ժողովածուն ներկայացնում է ՀՀ ԳԱԱ հնագիտության և ազգագրության և ՀՀ ԳԱԱ արևելագիտության ինստիտուտների համատեղ կազմակերպած «Միգրացիոն գործընթացները Հայկական լեռնաշխարհում հնագույն շրջանից մինչև 20-րդ դարասկիզբ» հանրապետական գիտաժողովի նյութերը (Երևան, 19 դեկտեմբերի2022 թ.): Հայաստանի և Արցախի մասնագետների կողմից ներկայացված հոդվածները վերաբերումեն ինչպես Հայկական լեռնաշխարհում, այնպես էլ` պոնտկասպյան, էգեյան և մերձավորարևելյան տարածաշրջաններում պատմական տարբեր դարաշրջաններում տեղ գտած միգրացիաներին` սկսած Ք.ա.4-րդ հազարամյակից ընդհուպ մինչև 20-րդ դար: Արծարծվում են հայ ժողովրդի կազմավորմանը, կլիմայականու միջավայրային փոփոխությունների ու միգրացիաների փոխկապակցվածությանը, տարբեր էթնիկական տեղաշարժերին, բնակչության ներքին տեղաշարժերին և բռնագաղթերին վերաբերող խնդիրներ:",Ազգագրություն Հնագիտություն Հայկական լեռնաշխարհ,https://arar.sci.am/dlibra/publication/391104/edition/361772
374921,406049,374921,Միջին դարեր,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ․ խորհուրդ՝ Ռ․ Սաֆրաստյան և ուրիշ․,Երևան,2016,2016,Գիրք,Երևան,Զանգակ 97,pdf,597 էջ,,AII/102723,hy,,Պատմություն,https://arar.sci.am/dlibra/publication/406049/edition/374921
321355,348783,321355,Մովսես Խորենացու ասույթները,,Հայաստանի ԳԱ Արևելագիտության ինստիտուտ,Կազմ.՝ Գ. Բ. Թոսունյան,Երևան,1991,1991,Գիրք,Երևան,ՀԳԱ հրատ.,pdf,60 էջ,,AI/19271,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Մովսես Խորենացի Հայ գրականություն,https://arar.sci.am/dlibra/publication/348783/edition/321355
321366,348796,321366,Մուսթաֆա Քեմալ․ Պայքար Հայաստանի Հանրապետության դեմ (1919-1921 թթ․),"Սաֆրաստյան, Ռուբեն",ՀՀ Սփյուռքի նախարարություն ; ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2019,2019,Գիրք,Երևան,«Տիր» հրատ.,pdf,140 էջ + 4 էջ ներդիր,,AII/104729,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Մուսթաֆա Քեմալ,https://arar.sci.am/dlibra/publication/348796/edition/321366
321453,348891,321453,Մուսուլմանական Արևելքի պատմության հիմնահարցեր (7-15-րդ դարեր),"Մարգարյան, Գոռ",ՀՀ ԳԱԱ Գիտակրթական միջազգային կենտրոն ; ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2020,2020,Գիրք,Երևան,Տիր,pdf,115 էջ,,AII/105865,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն,https://arar.sci.am/dlibra/publication/348891/edition/321453
321458,348896,321458,Նիկոլայ Հովհաննիսյան 85,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Գիտ. խմբ.՝ Ռ. Կարապետյան,Երեւան,2017,2017,Գիրք,Երեւան,«Զանգակ» հրատ.,pdf,304 էջ,,AII/103039,hy,"Նվիրվում է պատմական գիտությունների դոկտոր, պրոֆեսոր, ՀՀ ԳԱԱ թղթակից անդամ, գիտության վաստակավոր գործիչ Նիկոլայ Հովհաննիսյանի ծննդյան 85-ամյակին",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հովհաննիսյան Նիկոլայ Հովհաննեսի Պատմություն Արևելագիտություն,https://arar.sci.am/dlibra/publication/348896/edition/321458
321454,348892,321454,Նիկոլայ Հովհաննիսյանի տպագիր աշխատությունների մատենագիտություն,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,88 էջ,,AII/88855,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հովհաննիսյան Նիկոլայ Մատենագիտություն,https://arar.sci.am/dlibra/publication/348892/edition/321454
321997,349559,321997,Նկարագրություն Պարսկաստանում ադրեբիժանական նահանգների և նրանց քաղաքական կարգավիճակի,"Բուռնաշև, Ստեպան",ՀՀ ԳԱԱ Արեւելագիտութեան ինստիտուտ,Թարգմ.՝ Գ. Ժ. Մխիթարյան ; Պատ. խմբ.՝ Ք. Կոստիկյան,Երևան,2020,2020,Գիրք,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,pdf,160 էջ,դիմանկ.,AII/106662 ; AII/106663,hy ; ru,,Հայոց պատմություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/349559/edition/321997
334692,364127,334692,Նորագույն պատմություն (1939-1991),"Հովհաննիսյան, Ն. Հ. ; Գեղամյան, Գ. Մ. ; Ազիզբեկյան, Ռ. Լ. ; Ֆուրաև, Վ. Կ.",,"Խմբ.՝ Ռաշիդյան, Ս.Հ",Երևան,1992,1992,Գիրք,Երևան,Լույս,pdf,216 էջ,նկ․,AII/82985,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Դասագրքեր,https://arar.sci.am/dlibra/publication/364127/edition/334692
334728,364193,334728,Նորագույն պատմություն. Դասագիրք հանրակրթական դպրոցների համար. 8-րդ դասարան,"Հովհաննիսյան Նիկոլայ Հովհաննեսի ; Գեղամյան, Գուրգեն Միքայելի",ՀՀ Կրթության և Գիտության նախարարություն,,Երևան,2001,2001,Գիրք,Երևան,Զանգակ հրատ.,pdf,160 էջ,նկ․,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Դասագրքեր,https://arar.sci.am/dlibra/publication/364193/edition/334728
374923,406053,374923,Նոր շրջան,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2023,2023,Գիրք,Երևան,Զանգակ 97,pdf,600 էջ,,AII/110881,hy,,Պատմություն,https://arar.sci.am/dlibra/publication/406053/edition/374923
321470,348909,321470,Նոր Ջուղա,"Բայբուրդյան, Վահան Առաքելի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Ն. Հովհաննիսյան,Երևան,2007,2007,Գիրք,Երևան,ՀՀ ԳԱԱ Պատմության ինստիտուտ,pdf,154 էջ,,AII/93829,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Նոր Ջուղա Պատմություն,https://arar.sci.am/dlibra/publication/348909/edition/321470
334685,364118,334685,Նոր Ջուղայի կենցաղային մշակույթը. Իրանահայ գաղթօջախի 17-18-րդ դդ. արհեստագործության պատմությունից,Ստեփանյան Աշոտ,,,Երևան,2000,2000,Գիրք,Երևան,Զանգակ հրատ.,pdf,214 էջ,նկ․,AII/108195,hy,,ՀՀ ԳԱԱ Արեւելագիտութեան ինստիտուտ Հայոց պատմություն Նոր Ջուղա Հայ գաղթօջախներ,https://arar.sci.am/dlibra/publication/364118/edition/334685
321187,348637,321187,Շարիաթական նոտարական փաստաթղթեր (ԺԷ-ԺԸ դդ.),,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Կազմ., թարգմ.՝ Ք. Պ. Կոստիկյան ; Մ. Ա. Խեչո",Երևան,2018,2018,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,224 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմագրություն Ձեռագրեր,https://arar.sci.am/dlibra/publication/348637/edition/321187
321654,349204,321654,Շուշի քաղաքը,"Տեր-Գասպարյան, Ռուբեն Հ.",Հայաստանի ԳԱ Արևելագիտության ինստիտուտ,Պատ. խմբ.՝ Պ. Մ. Մուրադյան ; Պ. Ա. Չոբանյան,Երևան,1993,1993,Գիրք,Երևան,Հայաստանի ԳԱ հրատ.,pdf,125 էջ,,AII/83104,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայ ժողովրդի պատմություն Շուշի,https://arar.sci.am/dlibra/publication/349204/edition/321654
320654,348028,320654,Չինաստանի էներգետիկ անվտանգության ռազմավարությունը և դրա նշանակությունը Կենտրոնական Եվրասիայում,"Մարտիրոսյան, Ազատ ; Մարտիրոսյան, Հայկ",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2010,2010,Գիրք,Երևան,,pdf,198 էջ,նկ․ ; աղս․ ; քարտեզ,AII/96824 ; AII/96825,hy,,Էներգետիկա Էներգետիկ անվտանգություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/348028/edition/320654
321501,349085,321501,Պամիրյան լեզուները և հայերենը. Սկյութերեն բառապաշարը հայերենում,"Մկրտչյան, Ներսես Ալեքսանի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Ա. Քոսյան,Երևան,2015,2015,Գիրք,Երևան,Լուսակն հրատ.,pdf,371 էջ,,AII/102196,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Լեզվաբանություն Պամիրյան լեզուներ Հայոց լեզու,https://arar.sci.am/dlibra/publication/349085/edition/321501
321544,349095,321544,Պայքար հանուն արդարության,"Փափազյան, Ավետիս",Հայաստանի ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,288 էջ,,AII/88707,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայոց պատմություն Հայկական հարց,https://arar.sci.am/dlibra/publication/349095/edition/321544
364346,393861,364346,Պայքար հանուն արդարության,"Փափազյան, Ավետիս",Հայաստանի ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2004,2004,Գիրք,Երևան,Զանգակ-97,pdf,204 էջ,,,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայոց պատմություն Հայկական հարց,https://arar.sci.am/dlibra/publication/393861/edition/364346
375464,406338,375464,Պատմա-հնագիտական ուսումնասիրություններ,"Հասրաթյան, Մորուս",ՀՍՍՀ ԳԱ Հնագիտության և ազգագրության ինստիտուտ ; ՀՍՍՀ ԳԱ Պատմության ինստիտուտ,,Երևան,1985,1985,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ.,pdf,278 էջ,,AII/72780 ; AII/72447,hy,,Հնագիտություն Հայաստան,https://arar.sci.am/dlibra/publication/406338/edition/375464
321529,349092,321529,Պատմութիւն համառօտ ԴՃ տարւոյ օսմանցոց թագաւորացն,"Քեօմիւրճեան, Երեմիա",ՀՍՍՀ ԳԱ Արևելագիտության ինստիտուտ,Աշխատասիր.՝ Ժ. Մ. Ավետիսյան ; Պատ. խմբ.՝ Պ. Մ. Խաչատրյան,Երևան,1982,1982,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,416 էջ,,AII/68731,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Պատմություն Օսմանյան կայսրություն,https://arar.sci.am/dlibra/publication/349092/edition/321529
321527,349090,321527,Պատմություն Ատիամանի,"Չուլճյան, Սարգիս",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.՝ Պ. Ա. Չոբանյան,Երևան,2004,2004,Գիրք,Երևան,Զանգակ հրատ.,pdf,256 էջ,,AII/89214,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Հայոց պատմություն,https://arar.sci.am/dlibra/publication/349090/edition/321527
337057,365933,337057,Պարույր Մուրադյանի տպագիր աշխատությունների մատենագիտություն,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Կազմ.՝ Կարեն Մուրադյան,Երևան,2003,2003,Գիրք,Երևան,Զանգակ հրատ.,pdf,64 էջ,դիմանկ.,,hy,,Մատենագիտություն Մուրադյան Պարույր ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/365933/edition/337057
336917,365903,336917,Պարսից պոեզիայի ընտրանի,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Թարգմ.՝ Սիլվա Կապուտիկյան ; Պարս. տողացի թարգմ., առաջաբան և ծանոթագր.՝ Արմանուշ Կոզմոյան",Երևան,2004,2004,Գիրք,Երևան,Մուղնի,pdf,128 էջ,,AII/89523,hy,,Պարսկական գրականություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/365903/edition/336917
321697,349251,321697,Պարսկական աղբյուրներ,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Բնագիրը թարգմ. և ծանոթագր.՝ Ք. Պ.Կոստիկյան ; Ժ. Վ. Մեշքանբարյանս,Երևան,2019,2019,Գիրք,Երևան,Հեղինակային հրատ.,pdf,271 էջ,,AII/105233,hy,"«Օտար աղբյուրները Հայաստանի և հայերի մասին» սույն մատենաշարի առաջին երեք հատորները հրապարակվել են առանց համապատասխան համարների: Դրանք են՝ 1. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածությունով, ծանոթագրություններով, տերմինաբանական բառարանով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Ա., Երևան, 1961: 2. Թուրքական աղբյուրները Հայաստանի, հայերի և Անդրկովկասի մյուս ժողովուրդների մասին. թարգմանություն թուրքերեն բնագրից՝ ներածական ակնարկով, ծանոթագրություններով և հավելվածով, կազմեց Ա. Խ. Սաֆրաստյան, հատոր Բ., Երևան, 1964: 3. Արաբական աղբյուրները Հայաստանի և հարևան երկրների մասին. կազմեց Հ. Թ. Նալբանդյան, Երևան, 1965: 4. Բյուզանդական աղբյուրներ. գիրք Ա., Պրոկոպիոս Կեսարացի. թարգմանություն բնագրից, առաջաբան և ծանոթագրություններ՝ Հրաչ Բարթիկյանի:",Արևելագիտություն Պարսկական աղբյուրներ Պատմագիտություն Իրան,https://arar.sci.am/dlibra/publication/349251/edition/321697
322526,350121,322526,Ջոն Կիրակոսյան. Անկախ պետականության և քաղաքական հայագիտության ակունքներում,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,"Կազմ., խմբ.՝ Արման Կիրակոսյան",Երևան,2009,2009,Գիրք,Երևան,Տիգրան Մեծ,pdf,680 էջ,դիմանկ.,AII/96830 ; AII/106382,hy,,Հայոց պատմություն Հայագիտություն ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,https://arar.sci.am/dlibra/publication/350121/edition/322526
359561,388706,359561,Սադեղ Հեդայաթ,"Յահյամասիհի, Անահիտ Իվանի","ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ","Գիտ. խմբ.՝ Կոզմոյան, Արմանուշ",Երևան,2020,2020,Գիրք,Երևան,«Գիտություն» հրատ.,pdf,256 էջ,լուսանկ․,AII/106664 ; AII/106665,hy,,Պարսից գրականություն Կենսագրություն,https://arar.sci.am/dlibra/publication/388706/edition/359561
359566,388713,359566,Սալմաստի ժայռաքանդակը,"Մելիքյան, Արթուր","ՀՀ ԳԱԱ, Արևելագիտության ինստիտուտ","Պատ. Խմբ., Ա․ Վ․ Քոսյան ; Գրախոս՝ Ռ․ Լ․ Մանասերյան",Երևան,2016,2016,Գիրք,Երևան,Էդիթ Պրինտ,pdf,220 էջ,նկ․,AII/102170 ; AII/102171,,,Հնագիտություն Պատմություն Սալմաստ,https://arar.sci.am/dlibra/publication/388713/edition/359566
359587,388734,359587,Սիրիա-ամերիկյան հարաբերությունները,"Կարապետյան, Ռուբեն Կարլենի",ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,Խմբ.` Հովհաննիսյան Նիկոլայ,Երևան,2000,2000,Գիրք,Երևան,Զանգակ-97,pdf,200 էջ,,AII/85967 ; AII/85968,hy,,Պատմություն Միջազգային հարաբերություններ,https://arar.sci.am/dlibra/publication/388734/edition/359587
359589,388736,359589,Սիրիայի և Լիբանանի հայկական գաղթօջախների պատմություն,"Թոփուզյան, Հովհաննես Խաչիկի",,Պատ․ Խմբ.՝ Ա․ Ն․ Տեր-Ղևոնդյան,Երևան,1986,1986,Գիրք,Երևան,ՀՍՍՀ ԳԱ հրատ․,pdf,369 էջ,,AII/74271 ; AII/74769 ; AII/74770 ; AII/74771,hy,,Պատմություն Գաղթօջախներ,https://arar.sci.am/dlibra/publication/388736/edition/359589
321666,349230,321666,Սիրիայի հայ համայնքը. արդի հիմնախնդիրներ,"Փաշայան, Արաքս Ասատուրի ; Հարությունյան, Լիլիթ",ՀՀ Սփյուռքի նախարարություն ; ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ,,Երևան,2011,2011,Գիրք,Երևան,Լուսակն հրատ.,pdf,154 էջ,,AII/97479,hy,,ՀՀ ԳԱԱ Արևելագիտության ինստիտուտ Սփյուռքահայ գաղթօջախներ Սիրիա,https://arar.sci.am/dlibra/publication/349230/edition/321666
